"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
133,"void ck_tile::kentry<2, ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >, ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs>(ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs) [clone .kd]",2,0,136,284034,284034,311296,1024,0,0,8,0,16,64,"0x0","0x7f273039b0c0",429844548061928,429844586616545,429844586621833,429844586626868,5288
134,"void ck_tile::kentry<256, ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs) [clone .kd]",2,0,137,284034,284034,155648,256,0,0,32,0,48,64,"0x0","0x7f273039b780",429844548074797,429844586621833,429844586627161,429844586642602,5328
135,"void ck_tile::kentry<2, ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs) [clone .kd]",2,0,138,284034,284034,65536,256,512,0,20,4,32,64,"0x0","0x7f273039b7c0",429844548086995,429844586627161,429844586632209,429844586633668,5048
136,"void ck_tile::kentry<2, ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs) [clone .kd]",2,0,139,284034,284034,221184,256,4096,0,64,0,80,64,"0x0","0x7f273039b2c0",429844548103850,429844586632209,429844586659610,429844586661250,27401
137,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,140,284034,284034,1572864,256,0,0,12,4,32,64,"0x0","0x7f272bf2f180",429844548128728,429844586659610,429844586670786,429844586674279,11176
138,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,141,284034,284034,3670016,256,0,0,12,4,32,64,"0x0","0x7f272bf2f180",429844548150550,429844586670786,429844586691697,429844586691715,20911
139,"hk_moe_stage1_fp8_fused_act_kernel(__hip_bfloat16 const*, __hip_fp8_e4m3_fnuz const*, float const*, __hip_bfloat16*, int const*, int const*, int const*, int, int, int, int, int, int, int, int, int, int) [clone .kd]",2,0,142,284034,284034,786432,512,25600,0,120,0,48,64,"0x0","0x7f2f30671fc0",429844548161467,429844586691697,429844589272946,429844589274087,2581249
140,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,143,284034,284034,3670016,256,0,0,12,4,32,64,"0x0","0x7f272bf2e5c0",429844548180705,429844589272946,429844589311283,429844589312885,38337
141,"hk_moe_stage2_fp8_kernel_mma(__hip_bfloat16 const*, __hip_fp8_e4m3_fnuz const*, float const*, float*, int const*, int const*, int const*, float const*, int, int, int, int, int, int, int, int, int, int, int, int) [clone .kd]",2,0,144,284034,284034,22020096,512,32768,0,76,4,48,64,"0x0","0x7f2f30652680",429844548194165,429844589311283,429844592146070,429844592149096,2834787
142,"void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>) [clone .kd]",2,0,145,284034,284034,3670016,256,0,0,28,4,32,64,"0x0","0x7eef1586b580",429844548215537,429844592146070,429844592223305,429844592223427,77235
143,"void ck_tile::kentry<2, ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >, ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs>(ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs) [clone .kd]",2,0,146,284034,284034,311296,1024,0,0,8,0,16,64,"0x0","0x7f273039b0c0",429844548257890,429844592223305,429844592228473,429844592230448,5168
144,"void ck_tile::kentry<256, ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs) [clone .kd]",2,0,147,284034,284034,155648,256,0,0,32,0,48,64,"0x0","0x7f273039b780",429844548270229,429844592228473,429844592233761,429844592237188,5288
145,"void ck_tile::kentry<2, ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs) [clone .kd]",2,0,148,284034,284034,65536,256,512,0,20,4,32,64,"0x0","0x7f273039b7c0",429844548283879,429844592233761,429844592238608,429844592243828,4847
146,"void ck_tile::kentry<2, ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs) [clone .kd]",2,0,149,284034,284034,221184,256,4096,0,64,0,80,64,"0x0","0x7f273039b2c0",429844548303108,429844592238608,429844592266289,429844592266762,27681
147,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,150,284034,284034,1572864,256,0,0,12,4,32,64,"0x0","0x7f272bf2f180",429844548327664,429844592266289,429844592277586,429844592277828,11297
148,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,151,284034,284034,3670016,256,0,0,12,4,32,64,"0x0","0x7f272bf2f180",429844548338551,429844592277586,429844592298497,429844592299751,20911
149,"hk_moe_stage1_fp8_fused_act_kernel(__hip_bfloat16 const*, __hip_fp8_e4m3_fnuz const*, float const*, __hip_bfloat16*, int const*, int const*, int const*, int, int, int, int, int, int, int, int, int, int) [clone .kd]",2,0,152,284034,284034,786432,512,25600,0,120,0,48,64,"0x0","0x7f2f30671fc0",429844548350819,429844592298497,429844594905344,429844594906910,2606847
150,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,153,284034,284034,3670016,256,0,0,12,4,32,64,"0x0","0x7f272bf2e5c0",429844548371580,429844594905344,429844594943882,429844594944156,38538
151,"hk_moe_stage2_fp8_kernel_mma(__hip_bfloat16 const*, __hip_fp8_e4m3_fnuz const*, float const*, float*, int const*, int const*, int const*, float const*, int, int, int, int, int, int, int, int, int, int, int, int) [clone .kd]",2,0,154,284034,284034,22020096,512,32768,0,76,4,48,64,"0x0","0x7f2f30652680",429844548386462,429844594943882,429844597764127,429844597767668,2820245
152,"void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>) [clone .kd]",2,0,155,284034,284034,3670016,256,0,0,28,4,32,64,"0x0","0x7eef1586b580",429844548408785,429844597764127,429844597844567,429844597844673,80440
153,"void ck_tile::kentry<2, ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >, ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs>(ck_tile::MoeSortingClearWorkspaceKernel<ck_tile::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs) [clone .kd]",2,0,156,284034,284034,311296,1024,0,0,8,0,16,64,"0x0","0x7f273039b0c0",429844548451509,429844597844567,429844597849895,429844597851563,5328
154,"void ck_tile::kentry<256, ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P0_v1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs) [clone .kd]",2,0,157,284034,284034,155648,256,0,0,32,0,48,64,"0x0","0x7f273039b780",429844548469856,429844597849895,429844597855383,429844597857832,5488
155,"void ck_tile::kentry<2, ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P1<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs) [clone .kd]",2,0,158,284034,284034,65536,256,512,0,20,4,32,64,"0x0","0x7f273039b7c0",429844548485099,429844597855383,429844597860470,429844597870231,5087
156,"void ck_tile::kentry<2, ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(ck_tile::MoeSortingMultiPhaseKernel_P23<ck_tile::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs) [clone .kd]",2,0,159,284034,284034,221184,256,4096,0,64,0,80,64,"0x0","0x7f273039b2c0",429844548505720,429844597860470,429844597887871,429844597890411,27401
157,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,160,284034,284034,1572864,256,0,0,12,4,32,64,"0x0","0x7f272bf2f180",429844548533171,429844597887871,429844597899449,429844597899705,11578
158,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>) [clone .kd]",2,0,161,284034,284034,3670016,256,0,0,12,4,32,64,"0x0","0x7f272bf2f180",429844548545750,429844597899449,429844597920159,429844597921848,20710
159,"hk_moe_stage1_fp8_fused_act_kernel(__hip_bfloat16 const*, __hip_fp8_e4m3_fnuz const*, float const*, __hip_bfloat16*, int const*, int const*, int const*, int, int, int, int, int, int, int, int, int, int) [clone .kd]",2,0,162,284034,284034,786432,512,25600,0,120,0,48,64,"0x0","0x7f2f30671fc0",429844548560371,429844597920159,429844600604602,429844600607845,2684443
160,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>) [clone .kd]",2,0,163,284034,284034,3670016,256,0,0,12,4,32,64,"0x0","0x7f272bf2e5c0",429844548582875,429844600604602,429844600642899,429844600644349,38297
161,"hk_moe_stage2_fp8_kernel_mma(__hip_bfloat16 const*, __hip_fp8_e4m3_fnuz const*, float const*, float*, int const*, int const*, int const*, float const*, int, int, int, int, int, int, int, int, int, int, int, int) [clone .kd]",2,0,164,284034,284034,22020096,512,32768,0,76,4,48,64,"0x0","0x7f2f30652680",429844548598849,429844600642899,429844603483054,429844603484116,2840155
162,"void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>) [clone .kd]",2,0,165,284034,284034,3670016,256,0,0,28,4,32,64,"0x0","0x7eef1586b580",429844548624567,429844603483054,429844603560249,429844603561962,77195
